Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
2549,daily-dialogue-3511-triplet-5,0,What property does 'green apples' have?,"What are you going to eat with your sandwich ? I think I'm going to eat a piece of fruit . What kind do you like ? I really like apples and grapes . What kind of apples do you like ? I love green apples . I don't like green apples . Really ? Why not ? Green apples are too sour for me . So , you like red apples better ? Yeah , I love red apples . I think green apples are a lot better . sweet",What property does 'green apples' have?,gen,What kind do,sour,don't like green apples,sweet,1
3809,dream-0882-triplet-6,0,What does 'dark the whole time' cause?,"Wow, I had no idea it was going to be so sunny here! I thought Alaska was supposed to be cold. Well, it is pretty cold for much of the year. But during the summer, it's just as warm as it is in states like Washington and Oregon. Interesting. The days are really long right now. I don't think the sun has been down for more than a few hours the whole time I've been here. Yeah, that's another interesting thing about the summers here. We're so far north that we're exposed to the sun for almost the entire day. In winter, the opposite is true. You mean it's dark the whole time? Well, not the whole time... but maybe for two-thirds of every day from December to February. Whoa! How do you make it through every year? As a California native, I wouldn't be able to handle that for more than one season! I guess I'm used to it. When I was a kid, it was pretty fun to play with flashlights and have campfires outside in the afternoon. I never noticed that life was worse because it was always dark. ",What does 'dark the whole time' cause?,gen,the sun has been down,play with flashlights,wouldn't be able to handle that,not the whole time,1
3028,dream-0315-triplet-3,0,Which goal motivates the act/action 'bring your wife'?,"Well, I'm afraid my cooking isn't to your taste. Actually, I like it very much. I'm glad you enjoy it. Let me serve you some more fish. No, thank you. I've had enough fish, but I'd like some soup. Here it is. Help yourself! Thanks. I didn't know you were so good at cooking. If only my wife could learn to cook from you. Why not bring your wife next time? I haven't seen her for quite a while. OK, I will. She will be very glad to see you, too. Thank you for the wonderful meal. ",Which goal motivates the act/action 'bring your wife'?,gen,serve you some more fish,haven't seen her,learn to cook from you,bring your wife,2
1109,mutual-0295-triplet-2,0,What does 'talking on your mobile phone' cause?,"oh , i 'm terribly sorry , sir . i did n't see you stop . well , that was probably because you were talking on your mobile phone . sir , i , ah , do n't know what you 're talking about . i was just looking out the window . young lady , i saw you in my mirror . you had the phone up to your ear the whole time . no , i was just doing my hair . ",What does 'talking on your mobile phone' cause?,gen,did n't see you stop,had the phone up to your ear,do n't know what you 're talking about,terribly sorry,0
2380,mutual-1088-triplet-2,0,What is 'answering phones and typing documents' obstructed by?,"hi , can i help you ? yes , i saw your ad in today 's newspaper . it says that you need to hire an assistant . can you tell me some information about the job ? ok. well , we manage a very busy agency . the assistant will help by answering phones and typing documents . the problem is that you 'll have to concentrate in a noisy environment . can you handle that ? yes , i have worked for busy organizations before . and how fast can you type ? i type 60 words per minute . great . feel free to come down and pick up an application from me . if we hire you , your position will be temporary for the first three months . qualified",What is 'answering phones and typing documents' obstructed by?,gen,qualified,ad,concentrate in a noisy environment,"hire you , your position will be temporary",2
3607,dream-0836-triplet-4,0,What is 'see someone like his grandfather' obstructed by?,"Do you know Tom? Tom what? Tom Smith. No. But I know a Tim Smith. Oh, yes, you are right. It was Tim Smith I meant. You know what happened to him the other day? No, what happened then? Well, he told me he saw his dead grandfather in London. Oh, come on. You are not telling a ghost story, are you? But he told me it was true. You see, his grandfather used to be an army officer during the war. And because he didn't return home after the war, everybody thought he had been killed in the war. But then, he suddenly appeared alive, like in those films. Exactly. Tom, oh no, Tim, told me that by chance he saw an old man at the railway station selling newspapers. And he was surprised to see someone like his grandfather in a picture he had seen. So naturally he went to the man and asked him whether his name was Smith. And the man, I mean, his grandfather, said yes, and after that everything happened just like a film. Amazing. But why didn't the old man go back to his hometown after the war? Well, that's another long story. I'll tell you later. ",What is 'see someone like his grandfather' obstructed by?,gen,what?,an old man at the railway station selling newspapers,everybody thought he had been killed in the war,used to be an army officer during the war,2
3321,dream-0413-triplet-3,0,What is implied by 'stay with them a lot'?,"Are you quite independent of your parents now? Yes. As soon as I left school, I... my studies as a nurse. I stopped asking my parents for money since I got financial support from the government. But I still stay with them a lot. You're staying ... very close to your parents? I am. They never forced me to do anything I didn't want to do. What about you? Well, I am also fond of my family. But I don't always get on very well with them. They try to control me too much. But they allowed you to come to study in England on your own. Yes, but, only after a lot of persuasion. Your parents treat you as an adult. Mine treat me as a child. ",What is implied by 'stay with them a lot'?,gen,I am.,don't always get on very well with them,try to control me too much,staying ... very close to your parents,3
447,dream-0197-triplet-3,0,Which goal motivates the act/action 'need a summer job'?,"I need a summer job that will give me some exercise. How about being a life guard? Life guards don't swim that much. They usually just sit. Well then, you could be a swimming coach, or a tour guide. Tour guide is a good idea. I'd walk all day. ",Which goal motivates the act/action 'need a summer job'?,gen,give me some exercise,being a life guard,usually just sit,swim,0
2077,mutual-0008-triplet-9,0,What is 'work while in college' obstructed by?,"adam , do you want to work while in college ? no . i think working is totally unnecessary . besides , i have too many classes to go to and there are clubs , sports and after school activities . what about you ? i think totally differently . free time",What is 'work while in college' obstructed by?,gen,what about you,sports,working is totally unnecessary,work,1
3370,dream-0436-triplet-1,0,What is implied by 'got divorced when I had small children'?,"Dear audiences, today we'll talk about divorce and its effect on children. Our guest is Jennifer Benzes. Thank you for coming, Jennifer. Do you mind saying something about your divorce? No. I got divorced years ago. Even worse, I got divorced when I had small children. Have you thought of the effect divorce may have on your children? Their needs can be forgotten as parents are struggling to re-establish their lives. Of course, we have. We are definitely more aware of the impact on children. After all we are not famous people who trade spouses like shoes. For most of us divorce is not entered into lightly. We all suffer. Anyway, we try to comfort our children. How? We tell them we love them and will always do. You haven't thought of saving the marriage? Yes, we have. We would do anything to spare our children pain. But you know, fixing a marriage is not like changing a tire. Family conflicts may take hold like a cancer. Then divorce is the only way to get rid of it. It's true with me. Others may succeed in fixing. Yet most people believe a had marriage is better for children than a divorce. According to a recent poll, more people today think parents should stay together for the sake of the children What do you think? I think the cost of staying together is worse than the benefits. Parents quarrelling and fighting all day may do more harm to their children. What do you want society to do for you? Understand us, not curse us. More importantly, they should help us share the loss and build a better future. ",What is implied by 'got divorced when I had small children'?,gen,worse,not like changing a tire,comfort our children,succeed in fixing,0
953,dream-0605-triplet-9,0,Which goal motivates the act/action 'work in the cafe'?,"Hi, Kevin. How is it going? Ah, not so great. What's wrong? I've got a big problem with the Shakespeare course which is required for my major. Is that all filled up? No, there's plenty of room, but I have to take the starter course before I can take Professor Miller's Shakespeare course. It is only offered in the evening. You don't like evening classes? That's not the point. I work in the cafe every evening. I need the money to pay my tuition. You can ask someone that could switch hours with you. Maybe just switch a couple of evenings since the course probably only meets two times a week. I wish I could. My boss just did me a favor by putting me on evenings. And he'll hit the ceiling if I ask to change again. Wait a minute. I have an idea. Have you checked the course over at the community college? They might offer an introductory course during the day. That's a great idea. I'm free this afternoon. I'll go over and check it out. Their courses are actually cheaper. Thanks for your advice. I'll let you know what happens. Sure. Good luck! attend the course in evening",Which goal motivates the act/action 'work in the cafe'?,gen,pay my tuition,offered in the evening,idea,not so great,0
3113,dream-0348-triplet-2,0,What does 'had the originals' cause?,"When did you become interested in collecting stamps? Oh, when I was about ten years old. Ten years old? So you have loved it for 9 years. Yeah, it's really an exciting hobby. You know, the first postage stamps were issued in Britain in 1840. Really? I didn't know that. What's on the first postage stamps? Well, look, here's a picture of the first two stamps issued. Oh, they both bear a picture of Queen Victoria, don't they? Yes, I wish I had the originals, then I would be a wealthy man instead of a poor stamp collector. But I believe collecting stamps gives you much pleasure which not all wealthy men can enjoy. Yes, I do agree. ",What does 'had the originals' cause?,gen,be a wealthy man,loved it for 9 years,gives you much pleasure,Really,0
3866,dream-0458-triplet-5,0,What is implied by 'smell of my garden in the rain'?,"Dr Stone, how did you become an expert on smell? Well, I didn't intend to in the first place. But when I was in university, there was a course on senses. The other senses seem to be more concrete somehow, but smell is so personal. I found it extremely interesting. Do you have any interesting information to give us about smells? Well, let's see. Did you know that it's harder to forget smells than to forget facts? There have been experiments where people could pick out a particular smell thirty days after smelling it for the first time. Really? So smells can bring back more memories than, say, music? That seems to be the case. That's interesting. So what's your favorite smell? Oh, I have lots of different ones. The smells of the sea reminds me of happy family holidays, and the smell of roses makes me think of my friend's house. Strangely enough, I like the smell of air craft fuel at airports. Then I know I am going to fly somewhere exciting. But it's the general smell of my garden in the rain that I really like the most. That means I am at home where I should be. ",What is implied by 'smell of my garden in the rain'?,gen,smell of air craft fuel,interesting information,different,at home,3
3332,dream-0418-triplet-7,0,Where is 'doctor' located?,"Bob, do you know who I saw the other day? Old Jake, looking terribly depressed. Did he get pensioned off at last? Yes. They made him retire after 50 years at sea. He is pretty upset about it, but what can you do? He really is pasted. He is all alone, isn't he? Yes, his wife has been dead for years. They had one daughter, Dories. But she went off to town as soon as she left school. And he hasn't heard from her since. I hear she is making good money as a model. Maybe someone could get in touch with her. Get her to come back for a while to help? I don't suppose she come. She never got on with her father. He is bit of a tough character and she is rather selfish. Oh, I expect old Jake will get by. He is healthy at least, comes into a clinic for a check regularly. Are you his doctor? No, my partner doctor Johnson is. That bad-tempered old thing? Oh, he isn't really bad-tempered. He just looks it. He is an excellent doctor, taught me a lot, and he has a very nice family. His wife invites me over there to supper every week. Very pleasant. Yes. I teach their daughter Pen at school. She is a bit careless and lazy about her school work, but a bright little thing and very popular with her age group. ",Where is 'doctor' located?,gen,supper,don,town,clinic,3
994,dream-0606-triplet-26,0,What does 'offto the gym' cause?,"Hi, Laura. Where are you heading with that big bag? I'm offto the gym. I've got to stay in shape, you know. I know more women who exercise than men. What's the main reason you do that? For your health, or to look good? To be honest, for both. With women, good looks are always a very important consideration. I see. How about you? Do you get any regular exercise? I do a lot of walking for exercise and enjoyment-sometimes ten to twenty kilometers at a time-but I never go to the gym like you do. Well, walking is a good exercise. How about sports? Not since my school days. I used to love playing baseball, but it's impossible to get enough people together for a game now. Mostly I just watch sports on TV I play tennis fairly regularly with my friends and sometimes go swimming and cycling by myself. Oh, I forgot about that. I go cycling sometimes too. And I often go swimming on vacation, but only recreational swimming. Why don't you join me at the gym sometime? Well, maybe someday, but I'm pretty lazy about things like that. carry water and towel to the gym do exercise together",What does 'offto the gym' cause?,gen,I forgot about that,sports,health,offto the gym,2
1994,dream-0056-triplet-7,0,Where is 'post office' located?,"Excuse me, could you tell me where the post office is? Post office? It's not far from here. Do you know Xinhua Road? I'm from the United States and this is my first trip to your city. I know nothing about the city. Oh, welcome to our city, I'll show you the road. Please follow me. Thanks, by the way, where can I buy a map of the city? Just at the gate of the post office. Look, the post office is just across the street. Thank you very much. Good-bye. Good-bye. does not know the road",Where is 'post office' located?,gen,Xinhua Road,bye,across the street,map of the city,2
3504,dream-0817-triplet-6,0,What is 'choose part-time jobs' obstructed by?,"We would be interested in having you join us, Mrs. Sharp. Thank you. I have done this knid of work before. I know, and that's probably the reason you've been employed. Do you prefer part-time or full-time employment? Part-time. OK. Some people choose part-time jobs because they want to do something else besides work, such as reading novels or playing sports. But they will not get any other benefits besides the wages. I don't care about that. May I ask you if I can decide the hours I would work? I can only give you the choice from 7:00 a.m. till noon or from noon till 5:00 p.m. Then I'd prefer to work in the morning because I have to prepare dinner for my children. OK, Mrs. Sharp. Just sign your name on this sheet of paper. You may start next week. Mrs. Clarkson has got something ready for you--a blackboard, some chalk, and a tape recorder. She'll show you around later. Thank you. ",What is 'choose part-time jobs' obstructed by?,gen,interested in having you join us,part-time jobs,-time,will not get any other benefits besides the wages,3
2408,mutual-1123-triplet-1,0,What does 'my parents bought a new flat in town' cause?,"hi , james . i have n't seen you for ages . i went past your house last week . i was going to knock at your door and say hello . well , it 's lucky you did n't . my parents bought a new flat in town , so we 're there now . ",What does 'my parents bought a new flat in town' cause?,gen,went past your house,have n't seen you for ages,lucky you did n't,james,1
1395,daily-dialogue-0106-triplet-2,0,What does 'robbed' cause?,"Are you okay ? No . What's wrong ? I got robbed ! By who ? Some guy on the street just mugged me . Are you hurt ? No , he just stole all of my things . That's crazy . I need to go to the police station . Do you want me to take you ? That would be great . Thank you . ",What does 'robbed' cause?,gen,hurt,go to the police station,stole all of my things,mugged me,0
713,dream-0274-triplet-4,0,"Where is 'wallet, two keys, and a letter' located?","Please, please, can you help me? I seem to have lost my handbag. Calm down, Madam. Well, I'll have to fill out this report for you. What color is it, Madam? Well, it is a white one. How big is it? Mm, I guess it's about one foot long and seven inches tall. One foot long and seven inches tall. What's in the bag, Madam? There is a wallet, two keys, and a letter. And where did you leave it? I am sure I left it in the coffee shop on the 5th floor. Don't worry, Madam. I am sure we can find it. Now could you give me your name, your address and telephone number? being tensed report the lost item return the lost item when found","Where is 'wallet, two keys, and a letter' located?",gen,bag,handbag,fill out this report,wallet,0
1966,dream-0047-triplet-10,0,What does 'a very big performance' cause?,"Do you want to go for a picinc with me tomorrow? I'd like to. How about asking Jenny to go with us? Oh, no. She is busy with her dancing class. You know, there is a very big performance in just a week. Yes, you're right. It is really not good for her to learn dancing. Her leg hasn't completely recovered from that accident. But she doesn't think so. She is crazy about dancing. Will you take your camera with you tomorrow? I want to, but I lent it to Tom yesterday. Do you have one? No, but I know Mary has got one. Let's go and ask her if she'd like to join us. OK. not free prepare for the performance",What does 'a very big performance' cause?,gen,prepare for the performance,ask her,a very big performance in just a week,crazy about dancing,0
3517,dream-0820-triplet-5,0,What property does 'laughing' have?,"We've all heard the saying 'Laughter is the best medicine.' How important is it to our health, Dr. Berk? This saying has been scientifically proven! A year-long study of heart attack victims done at the Oakhurst Health Research Institute in California found that of those patients who spent half an hour a day watching comedy videos, 10 percent had a second heart attack, whereas 30 percent of those who did not watch had a second attack. Wow! Laughter is really a good medicine to patients. Can you give us another example? Sure! Norman Cousins, editor of the Saturday Review, learned this during a battle with an illness. He discovered that his condition improved when he enjoyed himself and watched funny movies. You said Norman learned this? Do we have to learn to laugh? Not necessarily. Since laughing is something people can do sitting down, costs no money, and requires no special exercise equipment or skill, it's the perfect workout for anyone who doesn't have the time or desire to participate in a regular fitness program. Oh. Do you have such a program to offer to the general public? Yes, we do. It's called the Smile Time-Out. You take a deep breath, smile, exhale, and say 'Aaah' while visualizing all your muscles and cells smiling. Then add to that a memory of a time you felt really good and laughed and laughed. What about the situation in which you aren't in a mood to laugh? Even when you fake a smile or laugh, you get the same physiological benefits as when it's the real thing, because your mind is smart, but your body is stupid and can't tell the difference! ",What property does 'laughing' have?,gen,felt really good,important,costs no money,scientifically proven,2
3596,dream-0835-triplet-6,0,Which goal motivates the act/action 'keep the box in the shade'?,"What are you doing, Mum? I'm planting cabbage. What's that in your hand? Cabbage seed. You see, I put some soil in the box, sow the seed carefully like this, and then cover it with more soil. I'll keep the box in the shade so that the sun doesn't burn the little plants. Is that all? No. Later, in a few weeks' time I'll put the little plants in the earth. Then I'll water them to stop the soil from getting too dry. Several weeks after that, I will plant them in rows in the field. Do you have to feed plants like you feed chickens? Or do they grow up by themselves? In fact they grow better if you feed them. When the plants are in the ground I'll put some powder on the soil. The powder is made from fish, blood and bones. It'll make the cabbage plants grow big and strong. Like me! ",Which goal motivates the act/action 'keep the box in the shade'?,gen,grow better,blood and bones,sun doesn't burn the little plants,the sun doesn't burn the little plants,3
3979,dream-0495-triplet-6,0,What does 'Mr. Tim' have?,"Good morning, Mr. Tim. It's a long time since I had the pleasure of a visit from you. Yes, it must be three or four years. I haven't visited you since I called about my will. You helped me with that, you remember? Yes, I remember. Do you want to make any changes in your will? I don't think that will be necessary, but you'll tell me if it is. I left everything, you remember, to my wife, and, after her death, to my son Jerry. I've about $ 15 000 in shares of industrial companies. These bring in, after paying tax, about $ 1 125 a year. Well, I'm earning a good salary now, and I shall get a good pension from my employers, so my wife and I can live fairly comfortably with this extra income. I want to buy some land and build a house for my son. It's time he get married, and he needs a house. I'm thinking of building one and giving it to him. Your son's fortunate. So you want my help buying the land and building the house. Yes, that's right. As soon as you've done what's necessary for buying the land, Jerry and I will see an architect. Have you found a plot yet? Jerry was in Edinburgh last Saturday and saw a plot he likes. My wife and I went there two days ago, and we liked it, too. I'd like you to make the necessary inquiries for me. I'd be pleased to do that. I shall have to write to the Local Authority and inquire whether it is allowed to build a house on your piece of land. You're not allowed to build a house without permission from the Planning Authority. And sometimes the Authority decides that a house must be built of stone, and not of brick, so that it doesn't spoil the surrounding village. ",What does 'Mr. Tim' have?,gen,plot,paying tax,good salary,son Jerry,3
3519,dream-0820-triplet-7,0,What is 'laughing'?,"We've all heard the saying 'Laughter is the best medicine.' How important is it to our health, Dr. Berk? This saying has been scientifically proven! A year-long study of heart attack victims done at the Oakhurst Health Research Institute in California found that of those patients who spent half an hour a day watching comedy videos, 10 percent had a second heart attack, whereas 30 percent of those who did not watch had a second attack. Wow! Laughter is really a good medicine to patients. Can you give us another example? Sure! Norman Cousins, editor of the Saturday Review, learned this during a battle with an illness. He discovered that his condition improved when he enjoyed himself and watched funny movies. You said Norman learned this? Do we have to learn to laugh? Not necessarily. Since laughing is something people can do sitting down, costs no money, and requires no special exercise equipment or skill, it's the perfect workout for anyone who doesn't have the time or desire to participate in a regular fitness program. Oh. Do you have such a program to offer to the general public? Yes, we do. It's called the Smile Time-Out. You take a deep breath, smile, exhale, and say 'Aaah' while visualizing all your muscles and cells smiling. Then add to that a memory of a time you felt really good and laughed and laughed. What about the situation in which you aren't in a mood to laugh? Even when you fake a smile or laugh, you get the same physiological benefits as when it's the real thing, because your mind is smart, but your body is stupid and can't tell the difference! ",What is 'laughing'?,gen,workout,illness,learn to laugh,funny movies,0
517,dream-0227-triplet-9,0,What is an antonym of 'It hasn't rained for a week'?,"It's a beautiful day, isn't it? Yes, nice and sunny. It's much better than last week. It was too warm then. I'm glad summer is over. I like autumn best. So do I. It's neither too hot nor too cold. The sky is clear and blue. It's a good time to have a picnic. Do you want to have one this weekend. I'd love to, but I think it's going to rain. The weatherman said it will. I don't think he's right. It hasn't rained for a week. But he is usually right in his weather news. I'm sure we'll have fine weather for our picnic. ",What is an antonym of 'It hasn't rained for a week'?,gen,beautiful day,it's going to rain,fine weather,sky is clear and blue,1
4083,dream-0522-triplet-3,0,What desire is caused by 'small reception'?,"Hello, Happy Time Catering Services, Vitoria speaking. How can I help you? Hello, Victoria. This is Joe Smith from country holidays. I wondered if you could do some catering for us next week, we are having a small reception. It's to launch our summer holiday advertising campaign. Will you be free? When exactly is it? Mr. Smith? April 21st, that's Thursday. Oh, sorry, no. It should be Friday. Oh, yes I can do that where will you be holding it? We thought we'd have that at head office and use the conference room, because there is enough room for everyone there. Ok. What sort of things would you like? Just a light lunch I think, so that people can eat while they move around and talk to each other. You did some thing similar for us last year. We'd be happy to have the same menu again. Right. I'll look at my diary and see what you had last time. Oh, I nearly forgot to ask you how many should I cater for? Well, I think most people will be able to come, perhaps around 30. No, let's say 35, to be sure. Right, thank you for getting in touch, Mr. Smith. I'll send you confirmation of the arrangements by the end of this week. Ok. ",What desire is caused by 'small reception'?,gen,launch our summer holiday advertising campaign,how many should I cater for,do some catering,confirmation of the arrangements,2
1455,daily-dialogue-0125-triplet-7,0,What is 'more squid balls'?,"Are you still hungry , Ryan ? How about some more squid balls ? Squid balls ? How about some more fruit ! Wow ! You really like fruit , huh ? You've already had 3 plates ! Yeah , it's funny . I usually don't ever eat fruit ... Well , whatever suits your fancy . I'll press the service button again . Already ate a lot of fruits. order more food.",What is 'more squid balls'?,gen,service,fruits,order more food,fruit,2
2486,mutual-1172-triplet-1,0,What is implied by 'part-time job'?,"hi , mike . hi , where do you work , linda ? i work at thomas cook travel . i take people on tours to countries in south america . what do you do , mike ? i am a student , but i have a part-time job in a restaurant . ",What is implied by 'part-time job'?,gen,what do you do,where do you work,i am a student,cook travel,2
3233,dream-0373-triplet-4,0,What property does 'factory' have?,"You know these people who want to visit the company? Yes. You are meeting them next week, aren't you? Hum. Where should I take them, the office perhaps? I suppose you prefer this office because it is more comfortable. Well. I did think here, yes. But maybe the factory somewhere. I think they prefer to see where our products are made. OK, I'll meet them there. ",What property does 'factory' have?,gen,see where our products are made,where our products are made,comfortable,Hum,1
2002,dream-0062-triplet-2,0,What does 'I saw an insect or something' cause?,"Excuse me, waiter, but I think there is something in my soup. What's wrong? Well, I think I saw an insect or something when I was spooning out the noodles. Could you please bring me another bowl? Oh, I'm very sorry. I'll get you another bowl. Thank you. Here you are, a fresh bowl of soup. Thanks a lot. I'm very sorry this happened. I'll tell you what: I won't charge you for the soup today. That's great. I can use a free lunch. Good. I hope you come again. I'll do that. Thanks. ",What does 'I saw an insect or something' cause?,gen,fresh bowl of soup,saw an insect,something in my soup,I won't charge you for the soup,2
584,dream-0247-triplet-2,0,What is 'a pen' obstructed by?,"May I help you? Yes, my nephew Jim is graduating from college next week and I'd like to get him a nice gift. What price are you interested in? We'll need toknow that before we begin looking. Well. I usually spend about twenty do Ham for a gift. Do you have anything nice for that price? How about a pen? No, my brother gave him that for his bithday last year. Well, then would he enjoy a chess set? No, he doesn't like chess very much, but he is quite athletic. Then you could get him a tennis racket. That's a good idea. I'll take it. price range",What is 'a pen' obstructed by?,gen,my brother,my brother gave him that for his bithday last year,graduating from college,How about a pen,1
1971,dream-0049-triplet-4,0,What does 'feel sick' cause?,"Doctor! Doctor! Help me, please! Take it easy, please! Sit here, now, what's the matter with you? And can I help you? I feel sick. I have a bad stomach-ache, and my head troubles me a lot. Well, let me have a check. Open your mouth please. And say 'Ah'. Ah! Is that serious, doctor? Not really. Did you have your supper this evening? No, I only had some bananas. And the bananas were not quite ripe, fight? Well, yes, they were a bit green. That explains it. I wish I had not eaten them. Take this medicine twice a day and I'm sure you'll be fine. Thanks, doctor. I'll do as you told me. Good-bye, doctor. Bye! And take care. ",What does 'feel sick' cause?,gen,bananas were not quite ripe,serious,"Help me, please",you'll be fine,2
3574,dream-0832-triplet-7,0,What does 'pubs' have?,"What are pubs? Pubs in England are friendly and warm places where you can have a drink and usually a simple meal. What kind of drinks do people get? You can get wine and beer in most pubs. Many also serve coffee. You go to the counter to order and pay for your drinks. When do people go to the pubs? Pubs are not open all day. They can decide when to open. Most are open for 3 or 4 hours at lunchtime and again from about 6:00 p.m. to 11:00 p.m. In busy areas, pubs may stay open from 11:00 a.m. to 11:00 p.m. Are there pubs in China? Yes. Most of the customers are young people. They like to hang out with their friends after work and have fun. It is against the law in England to go into a pub if you are under the age of l4. So many pubs provide a special room for children. ",What does 'pubs' have?,gen,wine and beer,coffee,friendly,busy areas,1
